id,繁體字,部首,筆畫,普通話拼音,粵拼,學習階段,字例,相關詞語數目,相關詞語
0274,兒,儿,8,ér,ji4〔而〕,第一學習階段,,38,兒女、兒子、兒童、兒歌、一塊（兒）、一會（兒）、一點（兒）、大伙（兒）、女兒、小兒、小孩（兒）、幼兒、幼兒園、冰棍（兒）、雪條、好玩（兒）、有點（兒）、那（兒）、那兒、孤兒、玩（兒）、玩意（兒）、個（兒）、個兒、哪（兒）、哪兒、孫女（兒）、差點（兒）、託兒所、唱片（兒）、唱碟、這（兒）、這兒、曾孫女（兒）、幹活（兒）、模特兒、嬰兒、點（兒）
0276,兜,儿,11,dōu,dau1〔斗1〕,第二學習階段,,0,
0278,入,入,2,rù,jap6〔邑6〕,第一學習階段,①入口貨 ②體育館的入口,24,入口、入伙、入侵、入息、入圍、入場、入場券、入境、入睡、入學、入選、入讀、介入、引人入勝、出入、加入、收入、投入、侵入、納入、深入、深入淺出、進入、輸入
0279,內,入,4,nèi,noi6〔奈〕,第一學習階段,,21,內心、內向、內地、內政、內科、內容、內涵、內部、內置、內閣、內戰、摩打、摩托、馬達、內燃機、之內、以內、室內、海內、國內、境內
0280,全,入,6,quɑ́n,cyun4〔存〕,第一學習階段,,15,全力、全力以赴、全心全意、全民、全局、全面、全球、全部、全線、全體、一應俱全、安全、完全、健全、齊全
0281,兩,入,8,liɑ̌ng,loeng5〔倆〕；loeng2〔量2〕,第一學習階段,,2,兩岸、兩旁
0282,八,八,2,bɑ̄,baat3〔捌〕,第一學習階段,,9,八爪魚、八卦、八珍、八哥、八達通、五花八門、四方八面、四面八方、四通八達
0283,六,八,4,liù,luk6〔陸〕,第一學習階段,,0,
0285,公,八,4,gōng,gung1〔工〕,第一學習階段,,48,公元、公公、公分、公升、公尺、公斤、公主、公仔、公司、公布、公佈、公平、公正、公民、公用、公立、公共、公安、公式、公告、公里、公屋、公映、公約、公益、公務員、公眾、公頃、公廁、公援、公款、公開、公園、公路、公僕、公認、公德心、公積金、公轉、公證、巴士、公共汽車、外公、百貨公司、老公公、愚公移山、辦公、辦公室
0286,共,八,6,gòng,gung6〔公6〕,第一學習階段,,13,共用、共同、共和國、共鳴、共識、一共、公共、巴士、公共汽車、合共、有目共睹、和平共處、總共
0287,兵,八,7,bīng,bing1〔冰〕,第一學習階段,,6,兵力、兵器、士兵、出兵、民兵、哨兵
0288,具,八,8,jù,geoi6〔巨〕,第一學習階段,,13,具有、具備、具體、工具、文具、用具、皮具、玩具、面具、食具、家具、道具、器具
0289,其,八,8,qí,kei4〔奇〕,第二學習階段,,15,其中、其他、其次、其間、其實、其餘、大行其道、不計其數、尤其、名副其實、突如其來、首當其衝、莫名其妙、極其、與其
0290,典,八,8,diɑ̌n,din2〔電2〕,第一學習階段,,8,典型、典雅、典禮、古典、字典、詞典、經典、慶典
0291,兼,八,10,jiɑ̄n,gim1〔檢1〕,第一學習階段,,1,兼職
0294,冊,冂,5,cè,caak3〔策〕,第一學習階段,,2,手冊、註冊
0295,再,冂,6,zɑ̀i,zoi3〔載〕,第一學習階段,,8,再三、再生、再次、再見、再度、再説、一再、不再
0296,冒,冂,9,mɑ̀o,mou6〔務〕,第二學習階段,,4,冒牌、冒險、假冒、感冒
0298,冕,冂,11,miɑ̌n,min5〔免〕,第二學習階段,,1,衞冕
0299,最,冂,12,zuì,zeoi3〔醉〕,第一學習階段,,4,最初、最近、最後、最終
0300,冠,冖,9,guɑ̄n；guɑ̀n,gun1〔官〕；gun3〔貫〕,第一學習階段,,2,冠軍、桂冠
0303,冤,冖,10,yuɑ̄n,jyun1〔淵〕,第一學習階段,,1,冤枉
0304,冬,冫,5,dōng,dung1〔東〕,第一學習階段,,4,冬天、冬瓜、冬季、冬眠
0305,冰,冫,6,bīng,bing1〔兵〕,第一學習階段,,10,冰冷、冰封、冰淇淋、冰激凌、雪糕、冰雪、冰棍（兒）、雪條、冰箱、雪櫃
0306,冶,冫,7,yě,je5〔野〕,第二學習階段,,2,冶金、陶冶
0307,冷,冫,7,lěng,laang5〔羅猛5〕,第一學習階段,,10,冷汗、冷卻、冷氣、冷笑、冷淡、冷飲、冷落、冷靜、冰冷、寒冷
0309,凍,冫,10,dòng,dung3〔東3〕,第二學習階段,,0,
0310,凌,冫,10,líng,ling4〔鈴〕,第一學習階段,,4,凌晨、冰淇淋、冰激凌、雪糕
0311,准,冫,10,zhǔn,zeon2〔準〕,第一學習階段,,2,准許、批准
0312,凋,冫,10,diɑ̄o,diu1〔丟〕,第二學習階段,,1,凋零
0314,凝,冫,16,níng,jing4〔形〕,第二學習階段,,4,凝固、凝結、凝視、混凝土
0316,凰,几,11,huɑ́ng,wong4〔王〕,第二學習階段,,1,鳳凰
0317,凱,几,12,kɑ̌i,hoi2〔海〕,第二學習階段,,1,凱旋
0318,凳,几,14,dèng,dang3〔燈3〕,第一學習階段,,0,
0319,凶,凵,4,xiōng,hung1〔空〕,第二學習階段,,0,
0320,凹,凵,5,ɑ̄o,nap1〔粒〕；aau3〔拗〕,第二學習階段,,0,
0321,出,凵,5,chū,ceot1〔齣〕,第一學習階段,①出口貨 ②車站出口,61,出人意料、出人意表、出入、出口、出土、出世、出去、出外、出生、出任、出名、出色、出兵、出沒、出走、出身、出事、出來、出於、出版、出門、出面、出席、出神、出租、出院、出動、出售、出國、出現、出產、出場、出發、出嫁、出路、出境、出線、出賣、出錯、出擊、的士、出租車、計程車、支出、日出、四出、外出、別出心裁、指出、派出所、突出、退出、深入淺出、傑出、提出、超出、進出、演出、層出不窮、輸出、脱穎而出
0322,凸,凵,5,tū,dat6〔突〕,第二學習階段,,0,
0323,函,凵,8,hɑ́n,haam4〔咸〕,第二學習階段,,0,
0324,刀,刀,2,dɑ̄o,dou1〔都〕,第一學習階段,,4,刀子、剪刀、菜刀、鎅刀
0327,切,刀,4,qiē；qiè,cit3〔設〕；cai3〔砌〕,第一學習階段,①切除 ②一切 ③切實,11,切勿、切實、一切、迫切、殷切、真切、密切、貼切、確切、親切、關切
0328,分,刀,4,fēn；fèn,fan1〔紛〕；fan6〔份〕,第一學習階段,①分開 ②二分之一 ➂水分 / 水份,64,分子、分工、分化、分手、分外、份外、分佈、分布、分別、分貝、分享、分明、分析、分歧、分泌、分配、分組、分割、分散、分裂、分開、分解、分隔、分數、分擔、分辨、分離、分類、分鐘、份量、分量、一部分、一部份、十分、大部分、大部份、公分、水分、水份、充份、充分、平分、成份、成分、身份、身分、身份證、身分證、知識份子、知識分子、時分、時份、區分、得分、處分、部分、部份、萬分、過分、過份、劃分、養份、養分、積分
0330,刊,刀,5,kɑ̄n,hon1〔看〕；hon2〔罕〕,第一學習階段,,3,刊物、刊登、報刊
0331,列,刀,6,liè,lit6〔烈〕,第一學習階段,,9,列車、列強、一系列、下列、上列、行列、系列、排列、陳列
0332,刑,刀,6,xíng,jing4〔形〕,第二學習階段,,5,刑事、刑罰、刑警、死刑、徒刑
0333,划,刀,6,huɑ́,waa1〔娃〕,第一學習階段,,0,
0335,判,刀,7,pɑ̀n,pun3〔潘3〕,第二學習階段,,9,判別、判決、判處、判斷、批判、裁判、評判、審判、談判
0336,別,刀,7,bié,bit6〔蹩〕,第一學習階段,①家裏只有我，沒有別人 ②他很固執，不願接受別人的批評,20,別人、別出心裁、別開生面、別墅、別緻、分別、判別、告別、性別、個別、差別、特別、級別、區別、組別、萬字夾、曲別針、辨別、識別、類別
0337,刪,刀,7,shɑ̄n,saan1〔山〕,第二學習階段,,1,刪除
0338,利,刀,7,lì,lei6〔吏〕,第二學習階段,,24,利用、利害、利息、利益、利率、利弊、利潤、紅封包、利是、利市、不利、水利、吉利、有利、便利、便利店、盈利、專利、勝利、順利、福利、鋒利、權利、鋭利
0339,刨,刀,7,bɑ̀o；pɑ́o,paau4〔庖〕,第一學習階段,①刨木 ②刨土,0,
0340,刻,刀,8,kè,hak1〔克〕,第二學習階段,,12,刻不容緩、刻苦、刻意、片刻、立刻、此刻、即刻、苛刻、時刻、時時刻刻、深刻、雕刻
0341,券,刀,8,quɑ̀n,hyun3〔勸〕；gyun3〔眷〕,第一學習階段,,4,入場券、門券、債券、獎券
0342,刷,刀,8,shuɑ̄,caat3〔察〕,第一學習階段,,5,刷子、刷新、牙刷、印刷、沖刷
0343,刺,刀,8,cì,ci3〔次〕,第一學習階段,,3,刺激、刺繡、諷刺
0344,到,刀,8,dɑ̀o,dou3〔妒〕,第一學習階段,①反抗到底 ②到底有什麼問題,15,到手、到底、到處、到場、到達、到頭來、回到、找到、來到、周到、直到、得到、報到、達到、遲到
0345,刮,刀,8,guɑ̄,gwaat3〔颳〕,第一學習階段,,1,刮目相看
0346,制,刀,8,zhì,zai3〔祭〕,第一學習階段,①劫匪被警察制服 ②童軍的制服,19,制止、制服、制度、制裁、製定、制定、製訂、制訂、抑制、杯葛、抵制、法制、政制、限制、強制、控制、節制、管制、編制
0348,剃,刀,9,tì,tai3〔替〕,第一學習階段,,0,
0349,前,刀,9,qiɑ́n,cin4〔錢〕,第一學習階段,,33,前人、前夕、前天、前日、前來、前往、前所未有、前後、前途、前提、前景、前程、前進、前線、前輩、前鋒、前頭、前瞻、上前、日前、以前、史無前例、生前、目前、先前、空前、面前、從前、眼前、提前、當前、跟前、幕前
0352,則,刀,9,zé,zak1〔側〕,第一學習階段,,7,以身作則、四則、否則、法則、原則、規則、準則
0353,削,刀,9,xiɑ̄o；xuē,soek3〔爍〕,第二學習階段,①削鉛筆 ②剝削,3,削弱、削減、剝削
0354,剎,刀,9,chɑ̀；shɑ̄,saat3〔殺〕,第一學習階段,,3,剎那、煞車、剎車
0355,剖,刀,10,pōu,fau2〔否〕,第二學習階段,,1,解剖
0357,剔,刀,10,tī,tik1〔惕〕,第二學習階段,,1,挑剔
0358,剛,刀,10,gɑ̄ng,gong1〔江〕,第一學習階段,,3,剛才、剛好、剛剛
0359,剝,刀,10,bɑ̄o；bō,mok1〔莫1〕,第二學習階段,,1,剝削
0360,剪,刀,11,jiɑ̌n,zin2〔展〕,第一學習階段,,2,剪刀、修剪
0361,副,刀,11,fù,fu3〔富〕,第一學習階段,,2,副食、名副其實
0362,割,刀,12,gē,got3〔葛〕,第一學習階段,,3,割讓、分割、收割
0364,創,刀,12,chuɑ̀ng；chuɑ̄ng,cong3〔倉3〕；cong1〔瘡〕,第二學習階段,①創傷 ②開創,11,創立、創作、創造、創傷、創意、創新、創業、創製、創辦、創舉、開創
0365,剩,刀,12,shèng,sing6〔盛〕,第一學習階段,,2,剩下、剩餘
0369,劃,刀,14,huɑ̀,waak6〔或〕,第一學習階段,,7,劃分、計畫、計劃、規畫、規劃、策畫、策劃
0370,劈,刀,15,pī；pǐ,pek3〔婆尺3〕,第二學習階段,①劈面而來、遭雷劈了 ②劈柴,0,
0371,劇,刀,15,jù,kek6〔屐〕,第二學習階段,①戲劇 ②劇痛,14,劇本、劇烈、劇院、劇情、劇場、劇集、劇團、加劇、急劇、喜劇、悲劇、話劇、歌劇、戲劇
0373,劍,刀,15,jiɑ̀n,gim3〔兼3〕,第一學習階段,,0,
0374,劑,刀,16,jì,zai1〔擠〕,第二學習階段,,2,沖劑、調劑
0375,力,力,2,lì,lik6〔歷〕,第一學習階段,,49,力不從心、力求、力爭、力氣、力量、大力、不遺餘力、火力、主力、全力、全力以赴、合力、吃力、有力、朱古力、巧克力、自力更生、兵力、努力、身體力行、武力、阻力、威力、活力、致力、氣力、能力、動力、勞力、智力、無力、無能為力、勢力、極力、電力、實力、盡力、竭力、精力、暴力、毅力、潛力、賣力、魅力、奮力、壓力、權力、體力、効力
0376,加,力,5,jiɑ̄,gaa1〔家〕,第一學習階段,,20,加入、加上、加工、加以、加快、加油、加強、加深、加插、加盟、加緊、加價、加劇、加薪、更加、附加、參加、雪上加霜、增加、變本加厲
0377,功,力,5,gōng,gung1〔公〕,第一學習階段,,10,功夫、功用、功臣、功效、功能、功課、功績、用功、成功、事半功倍
0378,劣,力,6,liè,lyut3〔捋〕,第二學習階段,,2,惡劣、優劣
0379,劫,力,7,jié,gip3〔哥葉3〕,第一學習階段,,2,劫案、搶劫
0380,助,力,7,zhù,zo6〔坐〕,第一學習階段,,16,助手、助長、助理、助養、互助、守望相助、有助、自助餐、求助、協助、援助、補助、資助、輔助、幫助、贊助
0381,努,力,7,nǔ,nou5〔腦〕,第一學習階段,,1,努力
0384,勇,力,9,yǒng,jung5〔容5〕,第一學習階段,,5,勇士、勇氣、勇敢、英勇、奮勇
0385,勃,力,9,bó,but6〔撥〕,第一學習階段,,2,蓬勃、興致勃勃
0386,勉,力,9,miɑ̌n,min5〔免〕,第二學習階段,,2,勉強、勉勵
0387,勁,力,9,jìn；jìng,ging6〔競〕；ging3〔敬〕,第二學習階段,①使勁 ②疾風勁草,4,使勁、起勁、強勁、幹勁
0388,勒,力,11,lēi；lè,lak6〔肋〕,第二學習階段,①勒緊行李 ②勒索,1,勒索
0389,務,力,11,wù,mou6〔冒〕,第一學習階段,,15,公務員、任務、事務、服務、家務、特務、財務、商務、常務、債務、業務、當務之急、義務、職務、醫務
0391,動,力,11,dòng,dung6〔洞〕,第一學習階段,①籠子裏沒有轉動的空間 ②風車不停地轉動,63,卡通、動畫、動人、動力、動手、動用、動作、動身、動物、動物園、動員、動脈、動詞、動搖、動態、動機、動蕩、動靜、動聽、互動、主動、出動、打動、生動、自動、行動、改動、走動、哄動、流動、活動、振動、晃動、帶動、推動、啟動、牽動、移動、被動、勞動、無動於中、無動於衷、發動、開動、感動、跳動、運動、運動場、電動、鼓動、滾動、衝動、調動、震動、機動、激動、擺動、轉動、騷動、轟動、驅動、顫動、變動
0392,勞,力,12,lɑ́o,lou4〔牢〕,第一學習階段,,10,勞力、勞工、勞作、勞役、勞動、勞累、一勞永逸、辛勞、疲勞、勤勞
0393,勛,力,12,xūn,fan1〔分〕,第二學習階段,,2,勛章、受勛
0394,勝,力,12,shèng,sing3〔姓〕；sing1〔升〕,第一學習階段,①取勝 ②數不勝數,12,勝任、勝利、勝負、不勝枚舉、引人入勝、名勝、決勝、取勝、美不勝收、戰勝、優勝、獲勝
0395,募,力,13,mù,mou6〔冒〕,第二學習階段,,2,招募、籌募
0396,勤,力,13,qín,kan4〔芹〕,第一學習階段,,5,勤勞、勤儉、勤奮、辛勤、值勤
0397,勢,力,13,shì,sai3〔細〕,第二學習階段,,13,勢力、勢必、手勢、地勢、局勢、形勢、攻勢、姿勢、氣勢、強勢、傷勢、優勢、趨勢
0398,勵,力,17,lì,lai6〔例〕,第一學習階段,,4,勉勵、鼓勵、獎勵、激勵
0399,勸,力,20,quɑ̀n,hyun3〔絢〕,第一學習階段,,2,勸告、勸諭
0400,勻,勹,4,yún,wan4〔云〕,第一學習階段,,1,均勻
0401,勾,勹,4,gōu,ngau1〔鈎〕,第二學習階段,,1,勾結
0402,勿,勹,4,wù,mat6〔密〕,第二學習階段,,1,切勿
0403,包,勹,5,bɑ̄o,baau1〔胞〕,第一學習階段,,22,包子、包含、包括、包容、包圍、包袱、包裝、包裹、包羅萬有、包羅萬象、多士、烤麪包、吐司、承包、紅封包、利是、利市、書包、菠蘿包、蒙古包、餐包、麪包
0404,匆,勹,5,cōng,cung1〔充〕,第一學習階段,,2,匆匆、匆忙
0410,化,匕,4,huɑ̀,faa3〔花3〕,第二學習階段,①有傷風化 ②風化和海浪侵蝕,35,化石、化合、化粧、化粧品、化學、化驗、二氧化碳、分化、文化、美化、風化、梳化、沙發、氧化、消化、退化、強化、深化、淨化、現代化、惡化、焚化、進化、電氣化、孵化、熔化、磁化、綠化、腐化、融化、歸化、簡化、轉化、變化、變化多端
0411,北,匕,5,běi,bak1〔波得1〕,第一學習階段,,4,北半球、北京、台北、南北
0412,匙,匕,11,chí；shi,ci4〔池〕；si4〔時〕,第一學習階段,,3,茶匙、鑰匙、鎖匙
0415,匠,匚,6,jiɑ̀ng,zoeng6〔丈〕,第一學習階段,,2,匠心獨運、工匠
0417,匪,匚,10,fěi,fei2〔翡〕,第一學習階段,,2,匪徒、疑匪
0418,匯,匚,13,huì,wui6〔會〕,第二學習階段,,3,匯報、匯演、外匯
0420,匹,匸,4,pǐ,pat1〔婆乞1〕,第一學習階段,,1,馬匹
0421,匾,匸,11,biɑ̌n,bin2〔貶〕,第二學習階段,,0,
0423,區,匸,11,qū,keoi1〔拘〕,第二學習階段,,14,區分、區別、區域、山區、市區、地區、自治區、災區、社區、軍區、郊區、風景區、特區、禁區
0424,十,十,2,shí,sap6〔拾〕,第一學習階段,,4,十分、十字架、十足、五光十色
0425,千,十,3,qiɑ̄n,cin1〔遷〕,第一學習階段,,11,千千萬萬、千方百計、千瓦、千克、千里馬、千萬、千嬌百媚、一日千里、成千上萬、秋千、萬千
0427,午,十,4,wǔ,ng5〔五〕,第一學習階段,,7,午夜、午飯、午餐、下午、下午茶、上午、中午
0428,升,十,4,shēng,sing1〔星〕,第一學習階段,,9,升降、升降機、升學、升讀、上升、公升、直升機、毫升、提升
